69.52,139.0,159.0,163.0,3
63.0,162.0,205.47,343.0,0
152.75,211.0,361.0,505.29,1
142.0,277.0,352.28,404.0,3
12.0,99.0,105.0,113.98,0
5.09,21.0,34.0,52.0,0
153.0,242.0,294.4,417.0,2
30.45,45.0,352.0,447.0,1
194.07,248.0,411.0,638.91,1
3.64,11.0,17.0,50.0,0
113.0,181.6,671.0,692.0,1
0.0,2.0,3.0,3.0,0
34.35,109.0,611.03,700.0,0
480.49,494.0,651.0,699.0,1
200.0,302.44,346.0,910.0,2
34.07,228.0,247.0,507.75,0
55.37,127.0,128.0,211.0,2
54.0,182.65,210.0,251.51,0
132.35,626.0,697.69,767.0,0
8.0,9.0,80.71,89.0,1
24.15,52.0,57.0,82.0,2
62.48,121.0,144.0,146.0,3
311.0,431.2,610.0,773.0,1
179.0,183.6,200.0,233.0,3
33.03,233.0,241.0,398.0,0
459.0,497.32,822.0,905.0,1
280.08,307.0,457.0,490.8,1
192.0,211.03,370.0,375.53,1
431.12,581.0,821.0,848.78,1
131.16,395.0,398.0,492.0,0
44.0,259.98,398.0,445.0,0
1.81,42.0,64.0,94.49,0
13.0,74.31,145.0,178.0,0
61.0,72.05,190.0,193.42,1
79.6,120.0,141.0,195.3,2
139.07,320.0,335.7,395.0,0
290.0,326.71,553.0,588.05,1
176.0,203.01,261.0,421.0,2
137.34,378.0,473.0,690.87,0
55.0,91.89,153.0,402.0,1
257.68,326.0,433.0,501.0,1
25.0,28.0,29.73,77.0,2
135.9,160.0,240.0,257.0,3
37.0,191.0,546.0,700.2,0
125.44,133.0,317.1,321.0,1
87.0,106.2,485.0,602.0,1
425.95,577.0,684.0,745.41,0
23.0,137.0,220.91,243.0,0
68.0,103.24,271.0,311.37,1
27.0,267.58,507.0,674.0,0
633.0,750.53,757.0,786.0,2
130.0,241.0,436.23,609.0,0
73.0,286.0,393.0,407.54,0
36.87,46.0,124.0,398.36,1
9.14,76.0,114.0,646.0,0
40.49,52.0,88.0,92.0,3
49.61,446.0,543.0,599.44,0
40.52,43.0,91.1,207.0,1
1.0,32.0,40.49,618.0,0
32.02,151.0,156.81,396.0,0
16.51,295.0,344.0,351.0,0
122.54,150.0,262.0,508.0,1
31.15,123.0,157.0,332.15,0
365.0,401.0,951.41,986.0,1
9.28,24.0,262.0,822.0,1
141.0,193.32,202.0,230.0,3
71.66,196.0,201.0,436.54,2
133.0,153.23,768.0,928.0,1
8.0,10.23,23.0,36.0,1
