294917.41,329403.88,1178125.12,1798864.0,1426027.5,2492984.5,2807968.75,2888860.5,593741.56,1631122.5,2881283.25,3711079.75,373906.59,1408757.75,2997925.75,5733430.5,62310.86,3946068.25,4367815.0,9215466.0,100208.92,154476.3,328154.84,586328.62,81785.02,4200979.0,4300518.5,4775062.0,2334927.0,2825144.25,3330771.75,8067252.5,1039246.94,2012638.62,2379112.75,2403497.25,3325653.5,5462589.5,6248372.0,6538158.0,310766.38,716006.38,861827.12,3309450.25,121177.24,292844.41,308797.69,646098.19,"[1, 3, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0]"
251639.47,373502.97,530073.88,562110.06,1871235.0,2507006.0,3827985.5,5115405.0,218779.34,610238.0,1207777.0,1397267.62,1167950.75,5796246.5,6894221.0,8494167.0,187580.5,445159.06,519216.28,824771.88,336556.44,1352858.38,1805325.25,3538592.75,679334.19,1884451.88,2509290.25,2681923.75,3405610.75,6844193.5,7159943.0,7219411.5,222282.08,435569.0,475775.25,634892.81,262533.53,2597025.75,4009494.0,6282433.5,195881.44,341893.41,2460184.25,2809682.75,548442.38,1919839.12,4706383.0,7401722.5,"[3, 2, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0]"
5256237.0,5534540.0,6056096.5,8144002.5,488887.56,3102137.5,4314963.5,7457767.0,1133183.0,1405257.0,2363475.5,2400150.5,609881.0,1551513.25,1780430.88,2363088.5,521038.5,986770.69,1658041.0,2416011.5,3308566.75,3446343.75,3460631.75,4286252.0,418327.47,484202.25,773030.5,1031128.31,2782533.25,3540970.5,3882959.25,5717542.5,29663.53,70349.69,117704.65,243622.23,180752.67,2089854.5,4253586.0,5969665.5,715347.31,1278446.38,1471638.25,1952372.62,1002496.69,1164241.25,1995121.75,5985412.0,"[1, 0, 3, 0, 0, 2, 1, 0, 0, 0, 2, 1]"
2154944.25,2722148.75,3115944.25,4672831.5,900.05,1207.55,1441.42,1878.87,783472.62,1174628.88,1186181.62,1288826.38,1163422.5,1391937.75,1695338.0,5622666.0,1605067.62,2393085.75,2418708.5,3132477.75,62016.58,1008493.94,1225821.5,2194499.0,937392.0,4154771.25,4824312.5,7198064.5,378081.31,4257190.0,4687300.5,6123913.5,351067.28,779214.25,4726157.5,6604415.5,489455.19,1556241.88,4071865.75,5599856.5,479905.0,562045.56,715459.94,1021614.31,1975014.38,2727542.25,3555492.75,5280797.0,"[2, 0, 2, 1, 3, 0, 0, 0, 0, 0, 1, 0]"
851636.69,3841649.75,5422460.0,6558072.0,420005.56,655871.44,658687.0,835203.19,8355.84,44558.59,143514.69,320973.12,279306.38,764043.75,831501.19,888369.25,4406526.5,4942527.5,4981258.0,5526821.5,2239628.0,2786458.0,3935638.75,4102223.0,2321903.5,4773803.0,5571304.5,6061718.0,2270687.5,3753467.75,4309525.0,4528304.0,2757609.25,3186939.0,5639808.0,8027958.5,1878715.25,4390931.0,4562151.0,5173006.5,64559.88,80904.58,296345.69,342231.25,293115.09,1859516.88,2182881.75,5057194.0,"[0, 1, 0, 0, 3, 1, 0, 2, 1, 0, 0, 0]"
1588154.62,2270867.0,2507696.75,3057287.25,366699.88,2444293.5,2836289.25,3545525.75,559889.62,1688473.12,1728029.25,3930614.0,471419.41,715844.62,3466096.0,3501778.0,266820.66,952141.06,6071733.0,7032508.5,851459.31,1890368.62,3309847.25,3575850.75,112988.16,244703.67,1050655.5,1922564.75,1795234.0,2175027.75,4640590.5,4761179.0,158960.28,480481.19,3623863.0,4590973.5,316464.06,419632.34,1435411.38,2672003.25,2232990.0,3886793.75,5864619.5,6012939.0,1282598.88,1342351.5,2003936.88,2123100.5,"[3, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 2]"
248183.12,575757.44,978945.88,1531266.62,512312.81,1453657.0,7539412.5,8063372.0,29414.94,3577574.75,5189854.5,5787147.5,330359.88,343216.97,1050465.12,1635123.12,16180.64,125088.44,209708.0,274983.84,3969127.0,4426852.0,4982518.0,7531100.5,2223304.0,2712486.5,9000119.0,9857079.0,1530421.12,2171122.5,4042096.5,4722940.0,1034315.5,1067070.62,2208004.75,3230169.5,393948.16,436511.06,1151266.0,2285555.75,2527468.0,3239838.75,3593593.5,3833353.0,92445.12,547169.12,940683.5,2063042.5,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 2, 0]"
126039.59,822193.19,1048485.38,1244724.25,294525.06,545100.81,631916.0,648210.5,2081452.12,5451389.0,5836500.0,6032539.5,1430192.0,2203932.25,3151797.5,5371095.5,605790.94,1000604.06,1228468.62,1783076.25,121745.64,152738.78,313220.03,772363.25,508612.12,3023061.25,6695621.0,7133915.0,157737.91,205154.59,982223.31,1356173.25,1554394.0,2107823.75,3223567.5,3470041.0,79819.98,414390.59,840381.5,2237646.75,1043509.56,1373631.88,1557444.62,5060375.0,296697.19,443625.47,661635.19,823151.81,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 2]"
37117.76,139425.0,143646.75,230189.02,895822.31,1215411.12,2031737.12,2555589.0,658314.88,1536310.38,3548137.75,5017200.0,66024.34,3215468.25,5686180.5,6181968.5,600630.75,1422105.62,2789078.5,3195470.25,1177723.12,2701463.0,2973779.0,4497457.5,3030137.25,4063675.25,4563415.5,5135971.0,526135.94,530434.25,2411410.0,3055777.0,367458.41,1223936.75,1430746.25,1719196.0,377791.44,1201766.5,1263001.75,1721161.75,425285.22,5595468.5,5914054.5,6224328.5,3603712.0,4912866.5,4980279.0,6600628.0,"[0, 1, 0, 0, 0, 2, 3, 1, 0, 0, 0, 0]"
1801373.0,4485631.5,5007079.0,5371187.0,162642.55,1836595.75,2882225.5,4732238.0,1616257.5,2016752.38,2045314.0,3226083.5,1320204.25,1492215.0,2270950.5,2303960.0,648791.69,2574032.75,3579337.25,4956814.0,3097811.0,4512479.5,5353331.0,8565225.0,1961241.5,1968419.75,2244532.0,3006286.5,175054.03,743999.69,744735.88,953504.94,163968.11,578508.25,986634.5,1528721.25,284150.5,414678.09,485125.66,641763.31,896169.88,3434430.5,4132959.5,5180652.5,299732.28,361040.16,1123307.38,4681454.0,"[0, 0, 2, 1, 0, 1, 3, 0, 0, 2, 0, 1]"
485189.72,2274185.25,3749998.25,6965884.5,3199675.75,3974335.5,4753131.5,6217558.0,253477.98,857232.5,2157644.75,3818135.0,810711.12,2112319.75,3738747.75,5096746.5,117350.45,477557.25,3602207.0,4061572.0,394002.66,1078863.38,1312887.62,1756515.38,18138.78,323366.62,388319.72,666245.75,858746.06,2105849.75,2214208.25,2596146.0,171538.17,774346.25,893849.38,982969.62,15645.62,82982.76,87724.59,133467.92,1701843.88,1824780.5,2424787.0,3821672.75,2941748.5,4287238.0,5076932.5,5507498.5,"[0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0]"
217136.12,3044892.5,3385542.5,3904487.25,1582282.62,2587512.25,2984088.0,3299110.25,69578.23,1374098.88,1580058.5,2282476.75,657488.38,823554.44,929698.88,1015927.5,1836999.75,4861602.0,5884723.5,7766065.0,3849307.5,4258725.0,5180063.0,5391284.5,453092.84,757347.69,2004707.38,3532709.0,587229.44,870374.81,894245.0,1868128.12,3026.7,4837.02,11998.85,25065.62,3285110.5,6863345.0,7796109.5,9355877.0,397708.88,1099810.38,2380049.75,2668182.25,2193783.5,2323910.25,3797632.0,4632907.0,"[0, 0, 0, 3, 0, 2, 1, 2, 0, 0, 0, 1]"
1606414.25,2370313.25,3949235.0,5083011.0,308152.53,1261986.25,1350900.12,1431476.5,183070.7,1660671.75,1735959.75,1990753.38,2770554.5,2867541.5,3365277.0,3940762.5,188964.11,357415.62,690447.62,925303.75,114718.92,199349.56,317335.97,332965.25,186339.59,506710.12,1614689.88,1863178.88,30364.83,778886.12,1192315.25,1236519.12,2132181.75,4543421.0,8354746.0,8589664.0,3361618.5,3442588.0,3749301.75,6558367.5,158030.23,1720181.75,2555411.25,2561977.5,56334.76,134077.14,628886.5,3212636.0,"[0, 0, 0, 2, 1, 1, 0, 0, 0, 1, 0, 0]"
71665.66,1726261.38,1756268.38,1951898.0,260557.75,1279044.0,1544631.12,1941221.0,223960.55,280546.34,668380.56,685685.69,1818464.12,2843272.25,6758509.5,7491021.0,1162191.75,1465195.0,1470583.5,2175364.25,235783.7,2875799.25,2942203.25,3485717.25,428587.44,723161.19,1679351.12,3171620.0,257346.44,584279.94,606265.19,701319.06,3276916.5,4598806.0,6475274.0,6806699.5,223111.2,309182.62,3543023.75,4080096.25,158791.33,977671.0,1286567.25,1811219.25,1766999.12,2284346.0,2477387.25,2532249.5,"[0, 0, 1, 0, 2, 0, 1, 2, 1, 0, 0, 3]"
630405.56,1112736.5,1829591.25,2339945.0,193125.69,814701.94,4945850.0,5598152.5,22507.37,47494.59,47955.04,73255.02,165655.2,2040729.38,2095057.12,2218230.25,3180099.75,3871913.5,3962645.75,3995893.25,816488.75,5623666.5,5745206.5,7533572.0,112655.39,218724.75,951331.25,962131.38,89095.77,262527.75,286556.19,315173.38,1363518.62,1380464.75,4066374.0,4834260.0,1921065.12,3586417.75,4970116.5,5458616.0,415649.44,440649.91,446175.0,814219.06,622741.81,838512.06,1756473.38,2015561.88,"[0, 0, 0, 0, 3, 0, 1, 0, 1, 0, 2, 1]"
483364.97,529515.19,529738.81,1222130.5,2674539.0,5285374.0,6129823.0,6644157.5,596496.81,2192613.5,5962613.0,6971209.0,3034906.5,4985228.5,5949546.0,6059901.0,226028.94,1739145.5,2189466.75,5502129.5,90003.33,638108.69,1018768.62,1403765.5,1564297.0,3786238.75,7248356.5,8868626.0,2419070.25,5344586.0,7648964.5,7978156.5,3230410.5,3431705.75,4500555.5,4901602.5,81273.82,1809702.38,2629302.75,3572770.5,34234.5,109118.53,200415.19,299166.25,23079.27,247109.53,885306.94,1004615.31,"[1, 3, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0]"
