50.05,151.0,245.0,509.0,0
32.45,50.0,89.0,93.0,3
213.0,239.0,555.34,559.0,1
8.0,21.94,27.0,31.16,2
29.0,54.57,94.0,153.0,0
45.0,180.0,188.0,242.12,0
23.0,169.0,340.86,438.0,0
2.61,44.0,90.0,111.0,0
168.0,637.73,648.0,820.32,0
504.73,646.0,817.0,835.0,1
451.0,630.8,810.0,857.0,0
84.12,153.0,879.45,975.0,1
28.94,38.0,104.25,139.0,1
419.46,495.0,673.27,826.0,1
3.78,61.0,297.13,609.0,0
13.81,97.0,164.0,313.0,0
2.0,39.39,147.0,271.0,0
308.11,410.0,511.0,593.0,1
25.0,50.5,75.0,103.0,2
17.0,34.07,151.0,369.7,1
41.0,117.0,190.99,666.0,0
191.0,504.0,566.0,646.0,0
39.0,87.55,472.0,618.0,0
34.0,54.3,580.0,647.0,1
17.0,77.0,104.61,107.0,0
81.5,182.0,191.19,263.0,2
64.0,356.0,527.53,827.0,0
3.0,5.37,53.0,68.0,1
173.0,198.85,317.0,369.85,3
182.0,209.11,292.0,447.0,2
140.69,163.0,270.0,540.0,2
15.32,45.0,76.7,134.0,0
28.13,41.0,49.0,87.0,2
115.51,302.0,384.0,582.0,0
10.0,107.87,182.0,216.0,0
0.0,0.0,6.21,13.0,0
18.43,387.0,389.0,414.0,0
122.0,419.0,568.28,590.0,0
29.05,61.0,100.0,303.88,2
73.4,284.0,297.0,321.0,3
8.19,81.0,293.0,472.0,0
47.0,49.29,148.0,172.0,1
174.0,308.57,351.0,405.0,2
53.0,65.88,224.0,389.16,1
110.82,613.0,732.46,738.0,0
90.48,143.0,162.8,192.0,3
1.14,59.0,133.0,149.0,0
86.42,129.0,154.75,261.0,2
69.0,230.0,246.93,518.0,2
99.0,127.73,658.0,690.0,1
65.0,270.0,285.28,612.0,0
187.32,331.0,383.0,713.0,0
498.91,686.0,758.42,825.0,3
77.0,248.0,383.0,409.91,0
60.0,105.42,188.0,279.0,1
15.92,126.0,445.0,489.0,0
25.42,118.0,168.0,333.0,0
30.25,169.0,270.48,307.0,0
354.14,382.0,406.15,414.0,3
84.0,233.61,325.0,342.0,0
50.0,348.1,599.0,696.0,0
96.43,149.0,388.0,410.7,1
23.94,66.0,84.0,234.81,0
62.48,383.0,440.0,441.38,0
130.0,242.0,359.99,390.0,3
322.0,348.2,349.0,614.0,2
33.0,72.6,103.0,109.0,3
194.82,194.0,219.51,227.0,3
31.0,47.78,74.0,154.64,1
123.97,126.0,452.51,481.0,1
37.0,53.38,260.0,295.0,1
30.0,458.26,614.0,768.73,0
31.0,39.0,61.51,85.0,3
442.0,503.55,618.0,646.0,3
112.0,284.0,356.7,501.0,0
104.0,177.63,338.0,411.0,1
269.1,531.0,687.0,720.0,0
4.0,128.73,319.0,335.0,0
2.0,15.43,32.0,32.0,0
255.0,373.12,407.0,576.0,2
322.0,423.0,522.7,839.0,2
218.0,259.0,419.05,591.0,1
0.14,476.0,657.0,900.0,0
220.78,440.0,544.0,762.0,0
240.0,412.0,413.02,595.0,2
1.0,5.34,36.0,51.0,0
40.57,197.0,244.0,288.0,0
71.0,241.5,418.0,457.0,0
20.13,24.0,41.0,55.41,1
33.0,57.0,386.0,425.99,1
258.78,338.0,411.0,436.0,3
0.0,16.0,16.96,20.0,0
11.0,68.73,278.0,284.0,0
36.26,155.0,257.0,405.0,0
0.0,9.0,19.55,32.0,0
14.0,52.26,375.0,433.9,0
728.38,750.0,888.24,932.0,0
92.8,110.0,202.0,434.16,1
50.0,244.88,279.0,415.0,0
0.0,1.21,1.0,3.0,0
77.0,206.95,308.0,332.0,0
224.55,238.0,403.0,537.78,1
1.0,4.0,5.07,6.0,0
10.68,65.0,104.78,105.0,0
48.0,223.6,333.0,393.39,0
1.51,30.0,62.0,75.0,0
30.3,48.0,63.0,85.0,2
53.44,439.0,855.0,953.94,0
20.76,133.0,333.0,364.0,0
207.57,278.0,588.0,794.0,1
71.78,201.0,495.69,656.0,0
5.0,54.19,102.0,115.0,0
95.25,145.0,272.0,380.0,1
72.82,119.0,137.31,427.0,2
92.0,166.53,472.0,738.0,0
716.42,724.0,782.0,848.0,2
37.34,405.0,617.46,626.0,0
132.0,363.95,431.0,614.0,0
64.62,420.0,598.0,656.0,0
76.0,157.98,207.0,256.76,3
299.34,439.0,783.0,836.18,0
18.19,101.0,345.17,480.0,0
128.0,497.2,745.0,830.0,0
100.84,105.0,263.0,308.0,1
31.72,118.0,467.19,494.0,0
328.0,380.0,586.98,718.0,1
2.0,133.0,238.42,278.0,0
195.0,413.0,417.0,534.52,0
