76.18,80.56,95.64,97.13,112.79,114.33,141.49,143.66,208.04,222.8,235.38,246.97,264.95,290.11,292.72,297.99,7
35.52,87.54,152.67,154.1,160.99,173.82,187.96,197.78,280.09,337.72,343.49,396.73,405.26,424.58,426.32,436.56,15
8.4,11.11,13.97,18.96,23.07,24.38,25.28,50.69,67.5,88.43,107.97,114.8,124.01,124.99,144.53,145.73,5
40.39,169.95,196.4,211.89,235.96,251.19,319.61,394.12,402.51,568.62,649.4,670.24,697.65,733.56,777.32,832.07,0
45.33,65.85,69.47,120.71,162.12,166.21,236.94,301.41,436.02,467.4,514.56,639.62,691.49,775.29,790.43,822.85,2
49.22,89.23,104.98,117.06,129.73,137.09,188.45,190.96,202.24,262.46,291.0,313.93,317.1,361.19,362.63,374.18,8
1.07,17.34,62.01,128.5,144.57,153.46,268.33,319.8,338.1,462.64,465.98,473.28,552.47,586.0,758.7,774.52,0
68.45,115.1,248.94,260.14,277.79,289.19,355.16,360.88,509.48,536.51,556.28,622.98,636.35,680.2,716.65,770.88,0
22.22,37.55,46.0,48.03,70.01,91.94,134.6,140.16,145.17,160.61,163.51,178.05,252.57,273.52,285.12,292.22,3
14.43,48.52,59.45,169.83,361.94,406.76,473.39,515.12,623.79,664.97,717.09,753.98,783.53,789.22,796.28,863.1,0
32.29,35.55,79.6,94.88,95.58,141.21,147.23,191.48,201.7,202.24,206.97,279.96,283.63,285.29,292.48,295.43,4
4.94,48.68,88.55,101.68,102.7,107.08,160.61,160.75,212.12,237.64,255.13,264.25,272.91,277.25,286.6,301.82,0
76.11,96.61,98.34,119.06,172.25,176.94,200.1,203.27,266.86,271.64,278.33,303.23,332.66,338.97,349.98,351.39,14
21.16,197.14,202.4,218.75,268.64,344.33,359.12,412.07,436.14,465.08,478.83,521.31,562.69,654.86,669.24,750.89,0
103.35,225.52,295.22,382.5,387.77,444.88,458.59,526.22,557.26,580.19,588.7,595.12,623.94,629.81,645.3,663.64,0
51.4,78.82,98.76,104.79,129.15,130.21,133.73,164.83,169.92,177.94,257.25,262.13,271.3,274.71,318.16,408.3,8
21.0,32.99,82.46,93.62,119.88,127.02,157.3,212.18,269.12,299.78,301.27,370.07,550.83,614.38,634.15,762.06,1
0.77,19.44,32.28,44.57,46.22,73.35,89.95,90.62,103.05,108.97,130.56,148.72,175.06,230.06,236.39,244.26,0
40.08,145.07,170.28,173.79,192.17,220.12,226.2,249.66,252.63,329.7,392.58,394.49,420.99,443.92,545.67,602.39,7
50.71,53.62,55.19,64.91,202.31,215.35,303.54,308.88,320.4,348.96,353.73,390.52,393.99,450.91,495.61,552.68,3
51.51,165.34,221.33,228.78,268.07,370.61,480.68,509.93,510.04,551.42,603.02,641.0,731.2,767.63,783.89,798.21,0
4.61,118.77,148.59,190.09,243.51,310.28,336.65,350.8,366.57,407.99,433.66,540.62,545.87,668.68,687.62,703.97,0
16.81,26.17,46.99,153.43,180.09,287.09,293.4,346.43,371.11,374.5,423.63,445.81,485.54,545.54,548.77,555.57,1
21.23,25.2,26.97,27.32,69.47,85.9,102.27,107.8,114.08,114.27,120.02,126.25,181.7,182.78,187.44,190.75,3
5.63,9.29,32.52,45.63,47.56,56.92,73.92,87.58,89.71,96.06,98.66,126.14,141.81,156.21,170.97,186.14,1
2.42,27.61,27.87,50.91,53.81,102.36,132.15,133.51,136.01,145.88,174.37,230.72,256.04,275.04,302.08,309.79,0
13.69,13.9,41.27,49.5,119.93,121.91,130.45,132.13,135.78,170.47,198.91,210.02,212.5,216.06,226.24,226.96,1
21.93,38.58,73.74,86.86,100.29,116.5,140.48,172.07,206.79,270.66,281.11,309.22,313.68,313.81,314.07,325.28,5
45.92,76.88,91.08,124.58,141.89,144.15,156.01,174.42,209.65,223.64,253.59,264.58,495.0,565.12,584.89,607.16,6
52.39,83.52,109.76,115.88,120.37,172.18,337.12,373.39,374.15,391.17,414.87,415.59,429.87,481.08,643.02,648.27,4
2.34,67.26,100.91,112.14,149.69,220.57,232.68,248.27,257.8,265.88,271.92,272.81,282.63,283.14,307.42,308.44,0
4.56,70.61,94.39,104.24,162.39,195.15,302.96,331.66,412.93,448.12,496.89,600.67,604.94,612.11,639.98,649.01,0
2.11,15.67,52.23,63.18,73.92,153.83,172.3,189.81,198.7,219.49,253.1,271.32,274.12,282.86,293.98,298.07,0
9.29,12.34,15.69,16.51,22.62,40.71,56.04,74.99,91.44,98.84,116.37,142.89,147.44,153.19,165.87,191.76,4
