38.67,82.64,105.39,215.09,223.28,242.4,278.63,299.93,317.97,318.9,329.49,354.73,357.38,358.79,367.97,391.88,14
1.64,85.53,120.04,150.36,184.41,184.48,222.4,253.41,257.76,364.18,384.25,402.73,447.9,531.34,639.27,730.57,0
15.11,15.81,18.62,31.41,34.97,61.24,63.05,64.44,65.56,71.99,87.17,90.82,94.7,104.14,110.25,125.4,9
0.11,0.72,12.78,17.29,19.04,20.11,24.2,41.37,46.14,69.04,72.57,76.99,80.09,85.19,88.1,93.65,0
73.9,77.1,117.86,142.07,143.02,149.09,154.49,246.06,279.91,306.51,357.41,362.09,388.66,407.21,413.7,434.46,6
42.06,54.81,88.4,110.7,168.11,234.04,328.78,366.97,428.2,444.84,565.35,667.59,671.59,706.86,712.97,760.44,3
0.41,0.97,69.73,85.33,106.04,111.16,122.71,163.44,191.33,200.3,200.78,205.01,255.22,272.24,298.68,300.13,1
6.92,41.56,57.42,115.16,119.42,161.25,169.75,193.89,199.0,229.75,301.61,354.71,358.18,383.92,396.27,421.04,0
41.33,110.76,120.85,129.04,253.73,262.48,301.26,305.94,325.99,349.78,354.37,355.56,363.46,368.45,368.49,386.84,15
10.53,49.96,136.01,143.51,160.0,201.8,241.96,258.26,371.54,542.98,680.92,687.62,732.19,737.09,768.3,785.53,0
7.75,95.52,105.41,262.96,277.86,351.73,352.23,382.72,411.62,412.81,412.85,467.29,518.86,527.79,544.75,632.41,0
95.56,289.63,298.96,321.94,420.83,451.32,569.72,573.68,646.87,679.7,796.51,821.93,834.23,835.91,865.12,887.85,0
81.98,108.23,113.83,167.24,184.02,216.11,243.59,393.28,428.55,433.89,452.17,495.2,577.47,620.48,625.72,654.59,2
6.41,15.93,38.16,43.99,80.42,96.32,119.07,124.8,127.76,139.82,158.96,186.92,188.64,193.49,229.61,243.88,1
21.88,131.94,178.47,256.08,312.49,376.75,430.56,436.42,461.86,478.46,520.52,547.98,708.88,734.36,744.1,749.51,0
10.78,18.93,22.35,24.18,29.05,31.93,36.91,46.75,48.15,50.53,54.69,69.02,75.96,81.89,146.92,159.46,10
120.78,219.15,225.84,236.16,253.72,291.44,401.37,410.33,423.11,438.19,547.64,642.46,665.2,668.32,704.22,765.02,4
23.23,81.69,90.24,96.84,150.2,177.84,179.13,182.8,201.45,223.49,223.98,239.47,246.54,248.29,253.97,264.98,14
21.38,72.48,87.44,103.32,191.51,191.89,198.01,211.41,220.84,240.38,281.44,313.16,318.94,321.42,342.65,473.48,0
25.26,89.08,105.33,107.58,145.65,257.8,263.22,263.54,312.58,347.41,356.11,370.94,383.98,421.68,475.33,483.28,0
0.3,9.68,42.44,44.84,61.49,175.92,246.88,251.77,301.1,360.26,376.55,395.27,432.46,462.22,466.43,484.99,0
51.43,60.39,121.63,202.42,204.05,256.41,257.35,294.89,373.44,386.14,394.18,450.54,489.37,519.03,529.55,538.43,1
29.17,43.43,83.09,92.45,92.97,103.06,105.56,109.34,126.06,142.99,186.53,214.29,235.61,235.71,254.15,288.07,9
0.09,7.2,7.71,56.6,88.42,119.31,130.3,166.75,174.0,192.86,204.22,219.66,225.22,256.4,282.57,290.3,0
