1.62,4.02,15.27,24.63,34.15,46.27,56.14,64.62,67.87,76.74,86.42,87.89,100.26,127.23,127.69,134.16,1
1.97,9.45,13.23,35.19,44.28,49.21,52.86,54.13,56.97,65.88,82.31,90.08,106.19,119.09,123.97,128.02,0
15.15,26.97,126.72,133.69,134.73,153.58,157.23,178.91,202.35,230.41,256.18,265.77,271.81,281.28,295.45,312.89,1
4.7,19.7,23.41,43.14,58.23,131.54,140.27,143.61,172.04,185.28,224.2,228.05,248.76,257.43,355.35,356.41,0
171.47,175.45,178.72,199.39,286.01,296.16,298.13,333.46,392.93,454.94,479.54,525.32,528.95,707.6,833.8,891.81,7
19.29,19.88,21.82,35.71,42.23,53.55,80.38,86.47,97.12,115.25,160.73,163.82,205.68,207.68,229.94,236.18,2
15.27,36.55,37.61,40.91,54.22,93.26,94.15,137.59,137.9,156.66,174.74,177.4,211.26,222.23,228.98,256.29,3
1.53,15.74,72.16,96.83,116.72,148.58,212.5,231.23,246.93,256.37,273.9,386.36,463.95,545.44,622.92,636.4,0
25.81,65.5,73.6,96.68,122.98,176.27,178.49,191.1,207.27,232.2,243.95,268.79,284.59,299.78,305.08,334.0,14
52.26,56.6,140.87,264.98,270.36,303.39,331.58,341.33,342.76,389.04,401.52,411.98,423.06,463.22,485.49,486.39,1
0.03,1.04,2.67,6.81,7.58,7.7,7.87,8.72,10.25,10.27,11.89,12.87,16.28,18.11,18.96,19.31,0
18.94,57.73,79.19,105.54,118.75,137.63,234.91,285.91,298.63,307.24,438.59,478.35,517.45,528.71,542.93,545.43,0
5.7,46.43,82.57,141.15,158.4,228.94,295.12,300.95,352.11,375.93,430.95,517.4,585.84,605.06,630.2,649.71,0
58.32,170.88,177.09,183.38,200.02,269.9,273.52,292.61,310.28,319.01,373.7,390.78,406.7,437.8,542.0,544.65,12
0.25,0.67,1.22,5.89,6.8,8.75,11.09,15.02,15.18,18.55,19.41,21.75,22.03,22.1,22.58,23.2,1
73.68,89.9,110.78,113.12,147.89,190.14,192.79,221.45,238.58,256.96,283.73,311.03,322.88,331.25,334.65,355.76,15
44.96,49.0,49.28,88.41,159.32,174.11,223.05,261.2,303.14,328.1,369.08,392.12,405.94,522.78,575.59,706.53,2
1.28,1.54,4.07,8.44,9.74,16.99,22.72,25.44,26.51,28.2,32.84,49.21,51.39,61.81,69.25,70.54,1
54.35,63.83,67.56,108.99,142.68,185.2,287.13,308.01,405.23,519.14,524.06,538.38,585.44,606.09,647.85,695.56,2
29.24,34.5,85.54,134.05,170.82,180.59,210.09,235.36,276.55,278.08,311.78,395.01,440.95,516.62,684.87,726.26,1
29.88,35.77,136.98,174.52,188.45,220.18,222.25,244.91,276.11,294.06,298.87,325.66,338.73,413.78,426.52,446.36,1
31.03,79.89,89.07,179.51,191.61,202.92,269.68,286.99,295.42,453.32,461.41,621.32,682.11,709.23,802.06,837.4,0
9.81,53.05,87.04,103.43,115.83,144.87,187.66,227.18,242.57,258.51,344.66,406.66,414.08,585.24,695.03,706.47,0
12.85,48.74,55.36,61.01,119.24,120.99,226.22,245.28,268.43,325.7,425.13,438.31,438.63,491.58,500.78,517.78,0
20.2,26.73,79.95,101.27,112.16,120.45,133.28,135.69,160.1,221.87,238.87,242.0,261.15,281.97,285.22,315.02,1
25.04,27.96,32.8,35.67,42.36,143.61,144.68,171.59,200.36,244.69,260.41,267.94,287.76,292.5,313.67,314.54,4
7.48,18.3,73.2,83.19,97.59,113.44,155.03,156.56,178.44,178.84,196.6,202.38,223.2,231.87,232.29,244.43,1
