141.18,157.5,237.17,327.38,404.92,443.03,518.1,614.26,624.86,646.42,650.87,687.36,701.13,732.94,790.61,802.76,1
12.48,113.88,182.02,201.75,212.98,256.09,268.49,304.98,329.49,361.36,382.73,395.21,415.12,419.67,437.09,505.83,0
5.04,27.17,126.34,138.55,281.45,335.88,372.92,455.46,493.44,510.98,518.52,588.53,604.88,613.97,629.81,659.8,0
71.56,75.57,115.66,197.21,287.63,287.97,314.07,322.25,330.11,374.95,443.25,452.31,471.44,506.13,545.41,545.53,2
15.99,24.75,40.81,48.93,65.02,89.96,110.61,111.96,128.8,193.78,232.69,257.12,387.81,392.94,475.85,551.07,4
14.65,142.63,175.58,185.15,197.77,255.21,319.72,341.58,400.41,414.68,422.41,702.34,714.34,729.01,756.94,782.97,0
28.38,34.42,44.33,66.78,73.78,92.53,163.1,199.78,201.01,221.36,302.66,310.36,366.69,385.55,403.68,481.01,4
130.03,188.19,199.12,239.11,343.12,354.78,356.25,399.21,447.23,620.1,627.51,632.57,640.92,683.19,760.04,809.38,5
7.43,40.14,83.41,140.73,161.4,180.56,225.51,225.75,226.98,236.62,248.08,270.93,297.69,307.61,316.56,316.91,0
11.15,27.86,94.58,149.07,149.48,152.48,154.57,175.7,180.3,213.17,256.48,294.08,306.42,385.67,498.63,518.4,0
9.69,76.6,145.8,171.36,207.18,207.54,277.82,308.9,330.87,376.03,398.02,463.53,519.28,589.43,775.44,784.26,0
19.07,22.41,25.53,49.44,191.78,230.19,289.27,332.74,338.66,342.89,378.81,393.42,416.22,459.16,471.14,473.46,2
18.8,20.02,41.81,71.49,87.06,93.89,121.91,124.43,134.43,136.64,181.55,197.01,205.38,207.95,214.17,218.78,1
2.2,5.18,38.46,180.12,201.0,204.26,208.8,222.88,298.92,301.25,313.93,353.08,353.65,391.41,401.34,404.38,1
10.18,15.75,17.93,38.5,60.93,131.57,145.7,245.34,263.09,372.33,375.96,401.66,402.49,471.66,492.02,551.78,2
73.35,123.02,189.4,202.17,417.31,547.32,581.69,590.02,608.51,616.24,627.13,630.29,663.29,691.22,750.69,761.95,0
37.15,48.44,62.66,63.44,65.03,81.26,100.85,119.63,171.88,176.39,298.14,303.37,313.44,319.4,361.4,396.59,5
9.19,11.35,49.5,77.17,126.25,186.68,198.16,245.54,314.25,386.29,415.84,514.95,521.49,541.39,541.69,567.38,1
1.2,8.73,10.99,39.22,40.42,52.76,72.69,79.46,80.45,87.87,98.29,100.92,111.48,125.76,125.93,127.27,0
0.72,17.79,18.44,38.3,43.76,48.26,54.8,59.0,99.06,102.03,108.12,120.88,122.45,126.76,127.98,128.6,0
43.37,72.53,135.43,175.09,200.92,327.16,339.17,425.87,549.49,577.18,629.24,644.2,654.4,656.42,680.97,698.15,0
0.15,0.3,0.41,0.78,0.94,1.29,1.57,1.63,2.19,2.69,2.83,2.88,3.05,3.87,4.17,5.39,2
25.2,25.23,35.19,36.22,51.6,53.93,60.31,61.63,66.39,70.58,76.19,87.18,95.24,126.33,132.54,138.68,9
15.84,23.57,54.47,89.85,118.42,142.03,142.75,145.22,151.96,156.23,167.15,189.09,211.18,216.98,220.93,233.99,1
